YTID,start_seconds,end_seconds,positive_labels,youtube_url
7Czq0yfgclU,0.000,10.000,"/m/0838f,/t/dd00088",https://www.youtube.com/watch?v=7Czq0yfgclU
7DFJpPvm36g,30.000,40.000,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",https://www.youtube.com/watch?v=7DFJpPvm36g
7DIPyJB4osY,30.000,40.000,"/m/01sm1g,/m/0l14md",https://www.youtube.com/watch?v=7DIPyJB4osY
7DnayFfLdok,30.000,40.000,"/m/02rhddq,/m/07r04,/m/07yv9",https://www.youtube.com/watch?v=7DnayFfLdok
7E--KkWuiR0,0.000,10.000,"/m/01h82_,/m/02mk9",https://www.youtube.com/watch?v=7E--KkWuiR0
7EKHXdoE0ls,60.000,70.000,"/m/04rlf,/m/07hvw1,/m/07yv9,/m/09x0r",https://www.youtube.com/watch?v=7EKHXdoE0ls
7EPlBrtzv74,170.000,180.000,"/m/0463cq4,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=7EPlBrtzv74
7Ep2a7_sbmc,260.000,270.000,"/m/09x0r,/m/0l15bq",https://www.youtube.com/watch?v=7Ep2a7_sbmc
7EvLwfwRrqA,30.000,40.000,/m/05pd6,https://www.youtube.com/watch?v=7EvLwfwRrqA
7Ew4nOmZuyY,30.000,40.000,"/m/04rlf,/m/07pjwq1,/m/09x0r",https://www.youtube.com/watch?v=7Ew4nOmZuyY
7F01MogWvhQ,30.000,40.000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7F01MogWvhQ
7FHzw4HV75Y,230.000,240.000,"/m/01kcd,/m/07gql",https://www.youtube.com/watch?v=7FHzw4HV75Y
7FI6nCbX89k,150.000,160.000,"/m/068hy,/m/068zj,/m/0jbk",https://www.youtube.com/watch?v=7FI6nCbX89k
7FZjiXldgrc,30.000,40.000,"/m/01v1d8,/m/04rlf",https://www.youtube.com/watch?v=7FZjiXldgrc
7FgIsmlsXtM,30.000,40.000,/m/03v3yw,https://www.youtube.com/watch?v=7FgIsmlsXtM
7FkuqqdWRhw,170.000,180.000,"/m/04rlf,/m/06j6l,/m/07p78v5",https://www.youtube.com/watch?v=7FkuqqdWRhw
7G76uQj5eas,140.000,150.000,"/m/04rlf,/m/07rn7sz,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=7G76uQj5eas
7GEiPdnqJUw,20.000,30.000,/m/0c3f7m,https://www.youtube.com/watch?v=7GEiPdnqJUw
7GRUfDGJIwo,30.000,40.000,/m/04rmv,https://www.youtube.com/watch?v=7GRUfDGJIwo
7GvM1ZhcbdY,10.000,20.000,"/m/07st88b,/m/09ld4",https://www.youtube.com/watch?v=7GvM1ZhcbdY
7Gw9kJz3k54,30.000,40.000,"/m/04rlf,/m/04wptg",https://www.youtube.com/watch?v=7Gw9kJz3k54
7Gy60o2R4TA,160.000,170.000,"/m/06xkwv,/m/07rcgpl",https://www.youtube.com/watch?v=7Gy60o2R4TA
7H09aM-_nZc,0.000,10.000,"/m/01z47d,/m/02fs_r,/m/04rlf",https://www.youtube.com/watch?v=7H09aM-_nZc
7H6B6LQmB7c,100.000,110.000,"/m/05x_td,/m/06_fw,/m/07qv_d5,/m/0912c9,/m/09x0r",https://www.youtube.com/watch?v=7H6B6LQmB7c
7HClAwzg7OM,0.000,7.000,"/m/019jd,/m/02rlv9",https://www.youtube.com/watch?v=7HClAwzg7OM
7HIclBlErTw,30.000,40.000,"/m/04rlf,/m/07qs1cx",https://www.youtube.com/watch?v=7HIclBlErTw
7Hcizjr7zB8,140.000,150.000,"/m/04qvtq,/m/04rlf,/m/0l156b",https://www.youtube.com/watch?v=7Hcizjr7zB8
7Ht_Vu1D8nc,30.000,40.000,"/m/0192l,/m/085jw",https://www.youtube.com/watch?v=7Ht_Vu1D8nc
7Hwz-hsvUSk,30.000,40.000,"/m/04rlf,/m/07qz6j3",https://www.youtube.com/watch?v=7Hwz-hsvUSk
7I6fpFH5mes,50.000,60.000,/m/0gg8l,https://www.youtube.com/watch?v=7I6fpFH5mes
7IBOkY_oUbA,0.000,10.000,"/m/09x0r,/m/0llzx",https://www.youtube.com/watch?v=7IBOkY_oUbA
7INTt4GUOoY,10.000,20.000,/m/0939n_,https://www.youtube.com/watch?v=7INTt4GUOoY
7INlkuTjKLY,30.000,40.000,"/m/04rlf,/t/dd00005",https://www.youtube.com/watch?v=7INlkuTjKLY
7ITwarmdyfI,0.000,10.000,"/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y",https://www.youtube.com/watch?v=7ITwarmdyfI
7IVNIcOntfo,20.000,30.000,"/m/01s0vc,/m/09x0r",https://www.youtube.com/watch?v=7IVNIcOntfo
7IXBKjSUQ-Y,70.000,80.000,"/m/06hck5,/m/06wzb,/m/07rjwbb",https://www.youtube.com/watch?v=7IXBKjSUQ-Y
7IllUjk5fk0,30.000,40.000,"/m/04rlf,/m/06j64v",https://www.youtube.com/watch?v=7IllUjk5fk0
7IndxxjZe1c,70.000,80.000,"/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/06rqw,/m/0fx80y",https://www.youtube.com/watch?v=7IndxxjZe1c
7IqsqI5clho,30.000,40.000,/m/027m70_,https://www.youtube.com/watch?v=7IqsqI5clho
7ItYW-0XFo0,0.000,10.000,"/m/01hsr_,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=7ItYW-0XFo0
7Ix6yGwnf70,130.000,140.000,"/m/04rlf,/m/04wptg",https://www.youtube.com/watch?v=7Ix6yGwnf70
7J6U-HE3Lko,100.000,110.000,"/m/04rlf,/t/dd00036",https://www.youtube.com/watch?v=7J6U-HE3Lko
7J7_OGwI2O4,0.000,10.000,"/m/03qtwd,/m/04gy_2,/m/053hz1",https://www.youtube.com/watch?v=7J7_OGwI2O4
7JE2eBK1f9M,110.000,120.000,/m/05pd6,https://www.youtube.com/watch?v=7JE2eBK1f9M
7JMN4DdhwsM,10.000,20.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y",https://www.youtube.com/watch?v=7JMN4DdhwsM
7JZCk4RnlMk,30.000,40.000,/m/07pn_8q,https://www.youtube.com/watch?v=7JZCk4RnlMk
7K4kLUy6Kqo,0.000,10.000,"/m/04rlf,/m/07s2xch,/m/09x0r",https://www.youtube.com/watch?v=7K4kLUy6Kqo
7KIn0zojwu8,330.000,340.000,"/m/01s0ps,/m/05148p4,/m/05r5c",https://www.youtube.com/watch?v=7KIn0zojwu8
7KLcXpyuexo,400.000,410.000,"/m/01bjv,/m/02rhddq,/m/07yv9,/m/09x0r,/t/dd00128",https://www.youtube.com/watch?v=7KLcXpyuexo
7KRP20nB_CQ,30.000,40.000,"/m/04rlf,/t/dd00003",https://www.youtube.com/watch?v=7KRP20nB_CQ
7Ka3x-cQJGs,420.000,430.000,/m/07qc9xj,https://www.youtube.com/watch?v=7Ka3x-cQJGs
7KhBpsbkmuE,60.000,70.000,/m/02pjr4,https://www.youtube.com/watch?v=7KhBpsbkmuE
7Kmr1givYEw,22.000,32.000,"/m/06hck5,/m/06wzb",https://www.youtube.com/watch?v=7Kmr1givYEw
7Kn-xhQ4hmY,520.000,530.000,"/m/01yg9g,/m/07yv9,/t/dd00128",https://www.youtube.com/watch?v=7Kn-xhQ4hmY
7KvmusRXFys,30.000,40.000,"/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00130",https://www.youtube.com/watch?v=7KvmusRXFys
7KwE08SzlAY,30.000,40.000,/m/07pb8fc,https://www.youtube.com/watch?v=7KwE08SzlAY
7L2F7YC8e_A,30.000,40.000,"/m/01m2v,/m/0316dw",https://www.youtube.com/watch?v=7L2F7YC8e_A
7L6YHRn0Wio,20.000,30.000,"/m/02mk9,/m/07qn4z3",https://www.youtube.com/watch?v=7L6YHRn0Wio
7LRr0ZhqRZ0,30.000,40.000,"/m/02mk9,/m/07yv9,/t/dd00130",https://www.youtube.com/watch?v=7LRr0ZhqRZ0
7LWEohTQ930,30.000,40.000,"/m/04rlf,/m/07qn4z3,/m/09x0r",https://www.youtube.com/watch?v=7LWEohTQ930
7LWGx05RgDE,130.000,140.000,"/m/026fgl,/m/0f8s22",https://www.youtube.com/watch?v=7LWGx05RgDE
7Leh-jVFjjg,14.000,24.000,/m/014zdl,https://www.youtube.com/watch?v=7Leh-jVFjjg
7LkCUEVlfY0,70.000,80.000,"/m/07qw_06,/m/09x0r",https://www.youtube.com/watch?v=7LkCUEVlfY0
7LlnLjZOqVI,30.000,40.000,"/m/01hgjl,/m/07qb_dv",https://www.youtube.com/watch?v=7LlnLjZOqVI
7Lmnfd5YJ1Y,30.000,40.000,"/m/04rlf,/m/06j64v",https://www.youtube.com/watch?v=7Lmnfd5YJ1Y
7M3PtG0DzJc,180.000,190.000,"/m/09x0r,/m/0dv3j",https://www.youtube.com/watch?v=7M3PtG0DzJc
7MbfnA1kLyQ,0.000,10.000,/m/01bjv,https://www.youtube.com/watch?v=7MbfnA1kLyQ
7Mfy9hLqaiM,20.000,30.000,/m/027m70_,https://www.youtube.com/watch?v=7Mfy9hLqaiM
7MfzU-WhV1A,0.000,10.000,"/m/04rlf,/m/0cfdd",https://www.youtube.com/watch?v=7MfzU-WhV1A
7Msk_hkz6zk,30.000,40.000,"/m/0155w,/m/04rlf,/m/06j6l,/m/06rqw",https://www.youtube.com/watch?v=7Msk_hkz6zk
7Mv4eKPe850,110.000,120.000,"/m/015lz1,/m/04rlf,/m/06by7,/m/07s8j8t",https://www.youtube.com/watch?v=7Mv4eKPe850
7N2q1XkFuqY,21.000,31.000,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7N2q1XkFuqY
7NF2kcEfMBI,420.000,430.000,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125",https://www.youtube.com/watch?v=7NF2kcEfMBI
7NHLMbytk5o,30.000,40.000,"/m/04rlf,/m/07pjwq1,/m/09x0r",https://www.youtube.com/watch?v=7NHLMbytk5o
7NO4l181BSw,30.000,40.000,/m/07pn_8q,https://www.youtube.com/watch?v=7NO4l181BSw
7NTMQdS3smM,90.000,100.000,/m/01m4t,https://www.youtube.com/watch?v=7NTMQdS3smM
7NVPQMMdadM,30.000,40.000,/m/0fx9l,https://www.youtube.com/watch?v=7NVPQMMdadM
7NtM1MM76s0,20.000,30.000,"/m/026t6,/m/02k_mr,/m/06rvn,/m/0l14md",https://www.youtube.com/watch?v=7NtM1MM76s0
7NzVvKVliyk,80.000,90.000,"/m/025wky1,/m/09x0r",https://www.youtube.com/watch?v=7NzVvKVliyk
7OPQEwCw1eE,12.000,22.000,/m/07qwdck,https://www.youtube.com/watch?v=7OPQEwCw1eE
7OhEEOl4a4c,30.000,40.000,"/m/07p6mqd,/m/07rrlb6,/m/0838f,/m/09x0r",https://www.youtube.com/watch?v=7OhEEOl4a4c
7OjXHfVoI64,200.000,210.000,"/m/01kcd,/m/0319l",https://www.youtube.com/watch?v=7OjXHfVoI64
7P-1BJ1A9ME,2.000,12.000,/m/03wwcy,https://www.youtube.com/watch?v=7P-1BJ1A9ME
7PG_GGEfi9s,3.000,13.000,"/m/04rlf,/m/07c52",https://www.youtube.com/watch?v=7PG_GGEfi9s
7PXv8yij2yg,30.000,40.000,"/m/013y1f,/m/03gvt,/m/03xq_f",https://www.youtube.com/watch?v=7PXv8yij2yg
7PaOV4oC3eI,30.000,40.000,"/m/07qcpgn,/m/09x0r",https://www.youtube.com/watch?v=7PaOV4oC3eI
7PasUJM2M1I,200.000,210.000,"/m/07p9k1k,/m/07ptfmf",https://www.youtube.com/watch?v=7PasUJM2M1I
7Q-8A7HQWSc,30.000,40.000,"/m/03m5k,/m/0d8_n",https://www.youtube.com/watch?v=7Q-8A7HQWSc
7Q0yxu0ogAI,40.000,50.000,/m/0j2kx,https://www.youtube.com/watch?v=7Q0yxu0ogAI
7QEmQFaRYXs,110.000,120.000,"/m/013y1f,/m/03gvt,/m/03xq_f",https://www.youtube.com/watch?v=7QEmQFaRYXs
7QWkWz9pIeI,30.000,40.000,"/m/04rlf,/m/07pkxdp",https://www.youtube.com/watch?v=7QWkWz9pIeI
7R2aJelx6Zo,560.000,570.000,"/m/04rlf,/m/07rrh0c,/m/09x0r",https://www.youtube.com/watch?v=7R2aJelx6Zo
7R3tP8wKBsg,40.000,50.000,"/m/04rmv,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7R3tP8wKBsg
7RJb2ZHh2JM,22.000,32.000,"/m/07hvw1,/m/09x0r",https://www.youtube.com/watch?v=7RJb2ZHh2JM
7RUkkhkqyUw,90.000,100.000,"/m/03q5t,/m/05148p4",https://www.youtube.com/watch?v=7RUkkhkqyUw
7RaP0v6zRcM,150.000,160.000,"/m/0130jx,/m/02jz0l,/m/0838f",https://www.youtube.com/watch?v=7RaP0v6zRcM
7RtQpW2dSU4,10.000,20.000,"/m/04rlf,/t/dd00031",https://www.youtube.com/watch?v=7RtQpW2dSU4
7RvYX1eWdbk,70.000,80.000,"/m/018vs,/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt",https://www.youtube.com/watch?v=7RvYX1eWdbk
7RxctxszXW0,16.000,26.000,/m/04rmv,https://www.youtube.com/watch?v=7RxctxszXW0
7S3fU4RHabw,470.000,480.000,"/m/02p0sh1,/m/02v2lh,/m/04rlf",https://www.youtube.com/watch?v=7S3fU4RHabw
7S9a9DsTBsI,0.000,10.000,"/m/01z47d,/m/04cvmfc,/m/09x0r",https://www.youtube.com/watch?v=7S9a9DsTBsI
7SR-lnHmDi8,30.000,40.000,"/m/04rlf,/t/dd00004,/t/dd00005",https://www.youtube.com/watch?v=7SR-lnHmDi8
7SRnyWhkU9M,290.000,300.000,/m/06_fw,https://www.youtube.com/watch?v=7SRnyWhkU9M
7SRwq1t81Fk,10.000,20.000,"/m/04rlf,/m/07pqn27,/m/09x0r",https://www.youtube.com/watch?v=7SRwq1t81Fk
7SSxBFP4LSQ,180.000,190.000,"/m/04zmvq,/m/06hck5,/m/06wzb,/m/07rjwbb",https://www.youtube.com/watch?v=7SSxBFP4LSQ
7SZFvCNKCNg,540.000,550.000,/m/07rn7sz,https://www.youtube.com/watch?v=7SZFvCNKCNg
7Sfbc9GAwho,30.000,40.000,/m/05_wcq,https://www.youtube.com/watch?v=7Sfbc9GAwho
7SpYywlGPyM,30.000,40.000,"/m/09x0r,/m/0k65p,/m/0l15bq,/m/0ytgt",https://www.youtube.com/watch?v=7SpYywlGPyM
7T5WSO115ZM,40.000,50.000,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",https://www.youtube.com/watch?v=7T5WSO115ZM
7TFzZyNE5CU,30.000,40.000,/m/01m4t,https://www.youtube.com/watch?v=7TFzZyNE5CU
7TYGvfS1qtw,110.000,120.000,"/m/04rlf,/m/09x0r,/m/0jtg0",https://www.youtube.com/watch?v=7TYGvfS1qtw
7U-51K9naGs,280.000,290.000,"/m/012xff,/m/04fgwm,/m/09x0r",https://www.youtube.com/watch?v=7U-51K9naGs
7U2pvefCW10,30.000,40.000,/m/05zc1,https://www.youtube.com/watch?v=7U2pvefCW10
7U3Uwu42nwk,150.000,160.000,"/m/02mscn,/m/04rlf",https://www.youtube.com/watch?v=7U3Uwu42nwk
7UKtoZ2IvMQ,30.000,40.000,"/m/0199g,/m/04rlf,/m/07s34ls",https://www.youtube.com/watch?v=7UKtoZ2IvMQ
7Ufea5nkc-M,60.000,70.000,/m/01wy6,https://www.youtube.com/watch?v=7Ufea5nkc-M
7V4iwKKunGA,0.000,10.000,"/m/07ptzwd,/m/0838f",https://www.youtube.com/watch?v=7V4iwKKunGA
7VDeHnt99Yg,10.000,20.000,"/m/05x_td,/m/0912c9,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=7VDeHnt99Yg
7VRkh-80LEw,70.000,80.000,"/m/09x0r,/t/dd00112,/t/dd00125",https://www.youtube.com/watch?v=7VRkh-80LEw
7Vb7IKhVKu4,50.000,60.000,/m/02cjck,https://www.youtube.com/watch?v=7Vb7IKhVKu4
7W08vmriHkA,30.000,40.000,"/m/03k3r,/m/07q5rw0,/m/09x0r",https://www.youtube.com/watch?v=7W08vmriHkA
7WOBEB_l6I8,0.000,5.000,"/m/07st88b,/m/09ld4",https://www.youtube.com/watch?v=7WOBEB_l6I8
7WR-hMV2RKs,170.000,180.000,"/m/026t6,/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b",https://www.youtube.com/watch?v=7WR-hMV2RKs
7WoFyN1R-1g,12.000,22.000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7WoFyN1R-1g
7WozCTYbIZs,30.000,40.000,/m/027m70_,https://www.youtube.com/watch?v=7WozCTYbIZs
7X-Vqp7T9xI,40.000,50.000,"/m/07s0dtb,/m/09x0r,/m/0lyf6",https://www.youtube.com/watch?v=7X-Vqp7T9xI
7X3xpNvHSEk,0.000,10.000,/m/0gy1t2s,https://www.youtube.com/watch?v=7X3xpNvHSEk
7XMDKZQ0GKw,90.000,100.000,"/m/07ppn3j,/m/09x0r",https://www.youtube.com/watch?v=7XMDKZQ0GKw
7XUouXu1iR4,160.000,170.000,"/m/01z47d,/m/09x0r",https://www.youtube.com/watch?v=7XUouXu1iR4
7XhHUGlqD5I,40.000,50.000,/m/04fgwm,https://www.youtube.com/watch?v=7XhHUGlqD5I
7XuIzJ7KGMs,40.000,50.000,"/m/07r660_,/m/07sq110,/m/0ytgt,/t/dd00125,/t/dd00128",https://www.youtube.com/watch?v=7XuIzJ7KGMs
7YAS-Qo_sjI,0.000,10.000,"/m/015lz1,/m/025_jnm,/m/09x0r",https://www.youtube.com/watch?v=7YAS-Qo_sjI
7YWMPBHKdyY,30.000,40.000,"/m/085jw,/m/0l14l2",https://www.youtube.com/watch?v=7YWMPBHKdyY
7YgpZtq8-f4,20.000,30.000,"/m/04rlf,/m/09x0r,/t/dd00006",https://www.youtube.com/watch?v=7YgpZtq8-f4
7Yr4Y6V8hck,30.000,40.000,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c,/m/0c1dj",https://www.youtube.com/watch?v=7Yr4Y6V8hck
7YtKrL6ScXA,30.000,40.000,"/m/04rlf,/t/dd00033",https://www.youtube.com/watch?v=7YtKrL6ScXA
7ZW8xO37bA4,10.000,20.000,"/m/01glhc,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",https://www.youtube.com/watch?v=7ZW8xO37bA4
7ZX-x-fNw3w,370.000,380.000,"/m/01j3sz,/m/0939n_,/m/09x0r",https://www.youtube.com/watch?v=7ZX-x-fNw3w
7_0fzpAJ3GI,30.000,40.000,"/m/04rlf,/m/0gg8l",https://www.youtube.com/watch?v=7_0fzpAJ3GI
7_0g3tEcM0w,80.000,90.000,"/m/026t6,/m/02k_mr,/m/06rvn,/m/0l14md",https://www.youtube.com/watch?v=7_0g3tEcM0w
7_PrlSyBjfw,13.000,23.000,"/m/03kmc9,/m/07pp_mv",https://www.youtube.com/watch?v=7_PrlSyBjfw
7_QapsrGCZY,30.000,40.000,"/m/04s8yn,/m/07r5c2p",https://www.youtube.com/watch?v=7_QapsrGCZY
7__3bnmqeqI,30.000,40.000,"/m/04rlf,/m/07qjznt",https://www.youtube.com/watch?v=7__3bnmqeqI
7_vdHQC7RHw,20.000,30.000,"/m/01jwx6,/m/02mk9,/m/04_sv,/m/07yv9",https://www.youtube.com/watch?v=7_vdHQC7RHw
7aCQ1x4XX1M,10.000,20.000,/m/07qcpgn,https://www.youtube.com/watch?v=7aCQ1x4XX1M
7aKBgag7ylE,0.000,9.000,"/m/07pjwq1,/m/09x0r",https://www.youtube.com/watch?v=7aKBgag7ylE
7ahr0ay310U,40.000,50.000,"/m/02yds9,/m/0jbk",https://www.youtube.com/watch?v=7ahr0ay310U
7avMUhHOCR8,30.000,40.000,"/m/0155w,/m/04rlf,/m/064t9",https://www.youtube.com/watch?v=7avMUhHOCR8
7azTIyaeqx4,0.000,10.000,"/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk",https://www.youtube.com/watch?v=7azTIyaeqx4
7azzA91qIVg,0.000,10.000,"/m/068hy,/m/07pyy8b,/m/0jbk",https://www.youtube.com/watch?v=7azzA91qIVg
7b446bDv9Ek,30.000,40.000,"/m/01s0vc,/m/09x0r",https://www.youtube.com/watch?v=7b446bDv9Ek
7bD0eDmQRqE,180.000,190.000,"/m/07p7b8y,/m/0838f,/m/09x0r",https://www.youtube.com/watch?v=7bD0eDmQRqE
7bNZVhBn40w,40.000,50.000,"/m/015jpf,/m/09x0r",https://www.youtube.com/watch?v=7bNZVhBn40w
7bdrH_w1uqA,130.000,140.000,/m/01hsr_,https://www.youtube.com/watch?v=7bdrH_w1uqA
7bjeYrzsTk4,30.000,40.000,"/m/07rc7d9,/m/09x0r,/t/dd00136",https://www.youtube.com/watch?v=7bjeYrzsTk4
7bvl9662aVc,90.000,100.000,"/m/04rlf,/m/07q7njn,/m/09x0r",https://www.youtube.com/watch?v=7bvl9662aVc
7bxEtiuLOsQ,500.000,510.000,"/m/04cvmfc,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=7bxEtiuLOsQ
7cShCWEmupE,0.000,10.000,"/m/07q6cd_,/m/09x0r",https://www.youtube.com/watch?v=7cShCWEmupE
7cax7LkVehw,120.000,130.000,"/m/04rlf,/m/04wptg,/m/0dq0md",https://www.youtube.com/watch?v=7cax7LkVehw
7cvqeU9Wh-I,10.000,20.000,"/m/015lz1,/m/02v2lh,/m/04rlf",https://www.youtube.com/watch?v=7cvqeU9Wh-I
7cw7rDLcujI,30.000,40.000,"/m/04rlf,/m/05fw6t,/m/09x0r",https://www.youtube.com/watch?v=7cw7rDLcujI
7d7W7VhIVcM,30.000,40.000,"/m/02qldy,/m/09x0r",https://www.youtube.com/watch?v=7d7W7VhIVcM
7d9mgjUlskw,0.000,10.000,/m/07plz5l,https://www.youtube.com/watch?v=7d9mgjUlskw
7dXSTfVMNME,0.000,10.000,"/m/06xkwv,/m/07rcgpl",https://www.youtube.com/watch?v=7dXSTfVMNME
7db64HOzh-Y,30.000,40.000,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r",https://www.youtube.com/watch?v=7db64HOzh-Y
7df2D_hHKeA,580.000,590.000,"/m/015vgc,/m/028sqc,/m/04rlf",https://www.youtube.com/watch?v=7df2D_hHKeA
7dmT4SgS_EM,30.000,40.000,"/m/02w4v,/m/04rlf",https://www.youtube.com/watch?v=7dmT4SgS_EM
7e2ifgqrN1Q,10.000,20.000,"/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9,/t/dd00066",https://www.youtube.com/watch?v=7e2ifgqrN1Q
7eZTmLV9gcY,30.000,40.000,"/m/04rlf,/t/dd00033",https://www.youtube.com/watch?v=7eZTmLV9gcY
7enfWOAynno,20.000,30.000,"/m/04rlf,/m/09x0r,/m/0chx_",https://www.youtube.com/watch?v=7enfWOAynno
7ezEF7-FN0g,40.000,50.000,"/m/03kmc9,/m/0dgbq",https://www.youtube.com/watch?v=7ezEF7-FN0g
7f4Xh502cu8,90.000,100.000,"/m/09x0r,/m/0dv3j",https://www.youtube.com/watch?v=7f4Xh502cu8
7fAxjx6m_Ak,10.000,20.000,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",https://www.youtube.com/watch?v=7fAxjx6m_Ak
7feRrqB4AvM,60.000,70.000,"/m/04rlf,/m/09x0r,/m/0g6b5",https://www.youtube.com/watch?v=7feRrqB4AvM
7fsUq4smsKU,420.000,430.000,"/m/07qnq_y,/m/09x0r",https://www.youtube.com/watch?v=7fsUq4smsKU
7g2YcKAGiMM,440.000,450.000,/m/01w250,https://www.youtube.com/watch?v=7g2YcKAGiMM
7g6lAuznO3s,80.000,90.000,"/m/09x0r,/m/0c2wf",https://www.youtube.com/watch?v=7g6lAuznO3s
7gJBTH8fa0Y,30.000,40.000,/m/0j2kx,https://www.youtube.com/watch?v=7gJBTH8fa0Y
7gJeHNrtHh0,30.000,40.000,/m/07qw_06,https://www.youtube.com/watch?v=7gJeHNrtHh0
7gPNQn6-Ri0,280.000,290.000,/m/04cvmfc,https://www.youtube.com/watch?v=7gPNQn6-Ri0
7gZqP4-Y0Cw,10.000,20.000,"/m/032s66,/m/073cg4",https://www.youtube.com/watch?v=7gZqP4-Y0Cw
7gd0ZHHmLGw,40.000,50.000,/m/018w8,https://www.youtube.com/watch?v=7gd0ZHHmLGw
7gqGqbzLpZE,30.000,40.000,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136",https://www.youtube.com/watch?v=7gqGqbzLpZE
7h6nTyP7d9o,590.000,600.000,"/m/04rlf,/t/dd00037",https://www.youtube.com/watch?v=7h6nTyP7d9o
7hDS0w1VZQ8,21.000,31.000,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7hDS0w1VZQ8
7i9sTFnZ0p0,30.000,40.000,"/m/02rtxlg,/m/09x0r",https://www.youtube.com/watch?v=7i9sTFnZ0p0
7iIJJUSz4k8,100.000,110.000,/m/07phhsh,https://www.youtube.com/watch?v=7iIJJUSz4k8
7iMJ1AcnH4s,0.000,8.000,/m/07qwyj0,https://www.youtube.com/watch?v=7iMJ1AcnH4s
7iN8UMq_7JQ,110.000,120.000,"/m/01x3z,/t/dd00125",https://www.youtube.com/watch?v=7iN8UMq_7JQ
7i_-4Zp_Ws4,0.000,10.000,/m/032n05,https://www.youtube.com/watch?v=7i_-4Zp_Ws4
7iyRkyHjsTE,30.000,40.000,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=7iyRkyHjsTE
7jTObjlBPeI,10.000,20.000,"/m/04rlf,/m/07pxg6y",https://www.youtube.com/watch?v=7jTObjlBPeI
7jgUDd8cDXo,0.000,10.000,/m/01w250,https://www.youtube.com/watch?v=7jgUDd8cDXo
7jzi2mrfUUQ,80.000,90.000,"/m/07rkbfh,/m/09x0r",https://www.youtube.com/watch?v=7jzi2mrfUUQ
7k3M0pQvzhY,200.000,210.000,"/m/02bxd,/m/04rlf,/m/04szw,/m/09x0r",https://www.youtube.com/watch?v=7k3M0pQvzhY
7kEeYQx2VLE,0.000,10.000,"/m/0140xf,/m/02mscn,/m/04rlf,/m/05r5wn",https://www.youtube.com/watch?v=7kEeYQx2VLE
7kIhJzeWnJE,110.000,120.000,"/m/02l6bg,/m/02mk9,/t/dd00128",https://www.youtube.com/watch?v=7kIhJzeWnJE
7kKlbwXdBDQ,30.000,40.000,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136",https://www.youtube.com/watch?v=7kKlbwXdBDQ
7kSnT29G2AQ,340.000,350.000,/m/07sq110,https://www.youtube.com/watch?v=7kSnT29G2AQ
7kXIkaDvT44,140.000,150.000,/m/0j2kx,https://www.youtube.com/watch?v=7kXIkaDvT44
7ktEuMGYbN4,150.000,160.000,"/m/04fgwm,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=7ktEuMGYbN4
7kunY1_UlkA,100.000,110.000,/m/07rdhzs,https://www.youtube.com/watch?v=7kunY1_UlkA
